Protein1,Protein2,Interaction,Directed
YBL023C,YDR099W,ppi,0
YDR224C,YJL081C,ppi,0
YGL134W,YJL137C,ppi,0
YEL036C,YML115C,ppi,0
YLR055C,YLR113W,ppi,0
Q0080,YKL016C,ppi,0
YDL207W,YOR204W,ppi,0
YCR057C,YPL131W,ppi,0
YBL075C,YNL025C,ppi,0
YGL100W,YLR208W,ppi,0
YAR071W,YBR296C,metabolic_pathway,1
YER012W,YNL016W,ppi,0
YLR178C,YOL081W,ppi,0
YHR117W,YNL121C,ppi,0
YNL232W,YOR001W,ppi,0
YHR031C,YNL262W,ppi,0
YDR162C,YER114C,ppi,0
YDL134C,YKL203C,ppi,0
YMR032W,YOL070C,ppi,0
YCR020WB,YIL126W,ppi,0
YDL017W,YPL153C,kinase_substrate,1
YGL207W,YLR418C,ppi,0
YAL040C,YNL197C,ppi,0
YGR021W,YKL048C,ppi,0
YAR007C,YDR052C,ppi,0
YDR507C,YOR141C,ppi,0
YHR170W,YLR009W,ppi,0
YMR216C,YNL186W,kinase_substrate,1
YAL005C,YDR381W,ppi,0
YDR395W,YOL127W,ppi,0
YBL016W,YPR139C,kinase_substrate,1
YDR216W,YGR252W,ppi,0
YGL206C,YNL243W,ppi,0
YGR097W,YLR113W,ppi,0
YBR034C,YBR009C,methylation,1
YDR261C,YLR081W,metabolic_pathway,1
YDR353W,YML121W,ppi,0
YBR164C,YPL051W,ppi,0
YNL055C,YNL121C,ppi,0
YBR160W,YAR003W,kinase_substrate,1
YBR097W,YBR128C,ppi,0
YBR084W,YGL019W,ppi,0
YML013W,YOR245C,ppi,0
YPL209C,YER125W,kinase_substrate,1
YBL016W,YPL257WA,kinase_substrate,1
YGL116W,YKL101W,ppi,0
YHL007C,YOL098C,kinase_substrate,1
YER167W,YHR158C,ppi,0
YDR381W,YOL041C,ppi,0
YER031C,YGL198W,ppi,0
YNL154C,YHR207C,kinase_substrate,1
YDR381W,YOR001W,ppi,0
YNL154C,YBR233W,kinase_substrate,1
YDL134C,YPL235W,ppi,0
YBL050W,YKL196C,ppi,0
YGL180W,YLR410WA,kinase_substrate,1
YOL135C,YPR168W,ppi,0
YER125W,YPR181C,ubiquitination,1
YHL003C,YMR298W,ppi,0
YDR244W,YOL044W,ppi,0
YGL097W,YPL127C,ppi,0
YOR061W,YNL189W,kinase_substrate,1
YDR510W,YMR167W,ppi,0
YJL165C,YHR201C,kinase_substrate,1
YER060W,YPR062W,metabolic_pathway,1
YDR489W,YML069W,ppi,0
YDR256C,YOL045W,ppi,0
YDL047W,YGL197W,ppi,0
YOR219C,YOR357C,ppi,0
YGR186W,YOL005C,ppi,0
YMR240C,YMR288W,ppi,0
YGR235C,YKR016W,ppi,0
YDR167W,YML015C,ppi,0
YBR156C,YHR199CA,ppi,0
YGL097W,YOL012C,ppi,0
YHR135C,YHR014W,kinase_substrate,1
YHL007C,YLR314C,kinase_substrate,1
YBR267W,YDR288W,ppi,0
YDR254W,YPL018W,ppi,0
YER129W,YKL042W,ppi,0
YDR212W,YJL014W,ppi,0
YBR009C,YPR052C,ppi,0
YDL166C,YPL131W,ppi,0
YER133W,YOR329C,phosphatase_substrate,1
YDR166C,YNL272C,ppi,0
YBR123C,YGR246C,ppi,0
YGL180W,YNL173C,kinase_substrate,1
YGR078C,YNL153C,ppi,0
YDL005C,YOL135C,ppi,0
YLR019W,YOR341W,ppi,0
YGL123W,YLL039C,ppi,0
YER054C,YGL134W,ppi,0
YBR084W,YDR466W,ppi,0
YGL190C,YMR109W,ppi,0
YLR074C,YNL255C,ppi,0
YDR510W,YLR442C,ppi,0
YGL099W,YPL093W,ppi,0
YPL031C,YER125W,kinase_substrate,1
YBR160W,YLR102C,kinase_substrate,1
YLL004W,YNL182C,ppi,0
YLR025W,YPL002C,ppi,0
YNL183C,YPR135W,ppi,0
YDR189W,YLR078C,ppi,0
YOR244W,YPL222W,acetylation,1
YAL014C,YMR197C,ppi,0
YJR045C,YNR017W,ppi,0
YCL027W,YLL021W,ppi,0
YEL056W,YNL030W,ppi,0
YDL111C,YNL232W,ppi,0
YFR011C,YNL113W,ppi,0
YPL161C,YPR165W,ppi,0
YGR013W,YKL012W,ppi,0
YBR050C,YER133W,ppi,0
YLR113W,YMR172W,kinase_substrate,1
YAR007C,YDR510W,ppi,0
YER022W,YGL151W,ppi,0
YKR096W,YPL204W,ppi,0
YCL014W,YHR107C,ppi,0
YDR228C,YDR381W,ppi,0
YPL031C,YGR130C,kinase_substrate,1
YBR009C,SNR30,ppi,0
YBR080C,YOR106W,ppi,0
YPL141C,YNL272C,kinase_substrate,1
YGR218W,YPR164W,ppi,0
YBR092C,YNR013C,metabolic_pathway,1
YKL143W,YNL178W,ppi,0
YDL150W,YOR207C,ppi,0
YJL187C,YPR119W,ppi,0
YBR160W,YJR141W,kinase_substrate,1
YDR427W,YNL244C,ppi,0
YCR012W,YER112W,ppi,0
YPL153C,YAL028W,kinase_substrate,1
YFL037W,YOR265W,ppi,0
YHR082C,YBR233W,kinase_substrate,1
YDL060W,YPL204W,ppi,0
YBL084C,YHR166C,ppi,0
YDR099W,YLR177W,ppi,0
YCR002C,YMR032W,ppi,0
YDR356W,YNL001W,ppi,0
YBR154C,YOR116C,ppi,0
YFR002W,YJL039C,ppi,0
YOL051W,YPR187W,ppi,0
YDR256C,YGR040W,ppi,0
YBL021C,YKL109W,ppi,0
YLL019C,YOL016C,kinase_substrate,1
YDR087C,YKL021C,ppi,0
YBL007C,YOR181W,ppi,0
YMR216C,YKL023W,kinase_substrate,1
YGL115W,YOR018W,ppi,0
YER179W,YLR127C,ppi,0
YJL164C,YGL014W,kinase_substrate,1
YJL081C,YOR244W,ppi,0
YBR279W,YLR113W,ppi,0
YBL045C,YLR008C,ppi,0
YLR208W,YPL085W,ppi,0
YKL166C,YNL227C,kinase_substrate,1
YDL108W,YER064C,kinase_substrate,1
YBL017C,YDR484W,ppi,0
YFR046C,YML085C,ppi,0
YDL126C,YDL190C,ppi,0
YER165W,YKL025C,ppi,0
YFR002W,YHR135C,ppi,0
YBR087W,YMR078C,ppi,0
YDR328C,YNL093W,ppi,0
YML028W,YNL079C,ppi,0
YLR072W,YNL307C,ppi,0
YGL070C,YIL021W,ppi,0
YDL115C,YIL021W,ppi,0
Q0045,Q0105,ppi,0
YJL164C,YHL033C,kinase_substrate,1
YBR170C,YKL020C,ppi,0
YML009C,YOL027C,ppi,0
YER027C,YOL136C,kinase_substrate,1
YKL135C,YLR170C,ppi,0
YLR248W,YPL150W,kinase_substrate,1
YKR094C,YMR276W,ppi,0
YJR002W,YKL078W,ppi,0
YDL160CA,YDR383C,ppi,0
YDR013W,YPR135W,ppi,0
YOL029C,YPL240C,ppi,0
YKL042W,YNL225C,ppi,0
YPL153C,YOR033C,kinase_substrate,1
YBL050W,YBL078C,ppi,0
YNL307C,YLR249W,kinase_substrate,1
YDL108W,YOR174W,kinase_substrate,1
YLR103C,YNL102W,ppi,0
YML032C,YNL312W,ppi,0
YER164W,YOR061W,ppi,0
YHR181W,YLR026C,ppi,0
YDR252W,YPL037C,ppi,0
YDL216C,YJR084W,ppi,0
YBR193C,YER148W,ppi,0
YOL045W,YKR059W,kinase_substrate,1
YBR235W,YGR218W,ppi,0
YMR049C,YOR272W,ppi,0
YDR466W,YPL093W,ppi,0
YDL008W,YIR025W,ppi,0
YDR280W,YNL232W,ppi,0
YDR227W,YOR294W,ppi,0
YDR363WA,YOR259C,ppi,0
YFR014C,YIL065C,ppi,0
YJL039C,YLR044C,ppi,0
YPL084W,YPR173C,ppi,0
YGL112C,YMR227C,ppi,0
YBL058W,YFL044C,ppi,0
YPL082C,YPR086W,ppi,0
YKL212W,YLR350W,ppi,0
YAL056W,YKL166C,ppi,0
YDL207W,YMR047C,ppi,0
YBR109C,YNL066W,ppi,0
YIL009W,YGL055W,metabolic_pathway,0
YDR381W,YLR116W,ppi,0
YBR044C,YKL148C,ppi,0
YBL085W,YLR229C,ppi,0
YHL007C,YER098W,kinase_substrate,1
YHR121W,YNL157W,ppi,0
YBR073W,YML032C,ppi,0
YFL023W,YOR355W,ppi,0
YGL059W,YGR008C,kinase_substrate,1
YPL087W,YDR402C,metabolic_pathway,1
YDR087C,YOR272W,ppi,0
YIL035C,YOR057W,kinase_substrate,1
YER089C,YGL019W,ppi,0
YDL155W,YOR341W,ppi,0
YDR226W,YLL004W,ppi,0
YBR198C,YPR072W,ppi,0
YBR154C,YOR341W,ppi,0
YER126C,YPL093W,ppi,0
YBR080C,YLR268W,ppi,0
YDL223C,YNR032CA,ppi,0
YMR163C,YOR326W,ppi,0
YIL035C,YOR061W,ppi,0
YDR178W,YOR065W,ppi,0
YCL059C,YPR102C,ppi,0
RDN371,YOL121C,ppi,0
YDL171C,YLR166C,ppi,0
YKL021C,YLR276C,ppi,0
YCL011C,YLL019C,ppi,0
YDR377W,YKL016C,ppi,0
YCR031C,YNL124W,ppi,0
YDR510W,YNL030W,ppi,0
YGL158W,YIL078W,kinase_substrate,1
YDL216C,YDR179C,ppi,0
YBR118W,YLR367W,ppi,0
YLL002W,YNL030W,ppi,0
YGR119C,YOR160W,ppi,0
YBR041W,YOR059C,ppi,0
YGR223C,YLR377C,ppi,0
YDR177W,YKL210W,ppi,0
YPL031C,YGR144W,kinase_substrate,1
YBL093C,YLR071C,ppi,0
YML124C,YPR141C,ppi,0
YGL207W,YOR061W,ppi,0
YDR227W,YER151C,ppi,0
YNL221C,YNL282W,ppi,0
YDL064W,YER016W,ppi,0
YAR007C,YLR233C,ppi,0
YLL019C,YNL189W,ppi,0
YGR223C,YPL150W,ppi,0
YDL214C,YGR249W,kinase_substrate,1
YAL024C,YOR101W,ppi,0
YLR243W,YOR262W,ppi,0
YML097C,YOR089C,ppi,0
YPL031C,YOR032C,kinase_substrate,1
YGR172C,YOR132W,ppi,0
YJR059W,YIL144W,kinase_substrate,1
YGL054C,YLR026C,ppi,0
YGL059W,YOR083W,kinase_substrate,1
YDL087C,YDR432W,ppi,0
YFR034C,YOR259C,ppi,0
YCL028W,YPR070W,ppi,0
YPL129W,YPR034W,ppi,0
YBR177C,YGR092W,ppi,0
YDL070W,YJL115W,ppi,0
YMR277W,YDL140C,phosphatase_substrate,1
YBR095C,YPL181W,ppi,0
YBR060C,YLL004W,ppi,0
YAL021C,YIL038C,ppi,0
YJL176C,YNL030W,ppi,0
YHL007C,YNR019W,kinase_substrate,1
YBR154C,YDL140C,ppi,0
YDL106C,YER148W,ppi,0
YBR160W,YNL197C,ppi,0
YKL203C,YNL076W,ppi,0
YHR041C,YOL135C,ppi,0
YJL057C,YPR168W,ppi,0
YCL061C,YNL273W,ppi,0
YNL004W,YNL298W,ppi,0
YHR030C,YPL106C,ppi,0
YBR079C,YNL178W,ppi,0
YBR079C,YPR132W,ppi,0
YMR314W,YOR261C,ppi,0
YHR154W,YMR190C,ppi,0
YBR028C,YNR046W,ppi,0
YBR091C,YNR017W,ppi,0
YML065W,YNL182C,ppi,0
YDL087C,YPL213W,ppi,0
YPL172C,YOR176W,metabolic_pathway,0
YDR293C,YNL201C,ppi,0
YBR228W,YHR154W,ppi,0
YDR372C,YDR483W,ppi,0
YER166W,YNL323W,ppi,0
YGL100W,YJL061W,ppi,0
YKL060C,YLR340W,ppi,0
YGR116W,YOR340C,ppi,0
Q0045,YIL157C,ppi,0
YER068W,YJR119C,ubiquitination,1
YDR059C,YDL140C,ubiquitination,1
YCR059C,YLR367W,ppi,0
YLR127C,YDR113C,ubiquitination,1
YHR082C,YFL023W,kinase_substrate,1
YMR319C,YOR176W,metabolic_pathway,1
YIR006C,YOR181W,ppi,0
YAL016W,YNL127W,ppi,0
YKL009W,YLR029C,ppi,0
YJL164C,YNL131W,kinase_substrate,1
YLR448W,YPR143W,ppi,0
YKL026C,CX3,metabolic_pathway,0
YDR429C,YPR041W,ppi,0
YGR204W,YLR178C,ppi,0
YKL166C,YOL052C,kinase_substrate,1
YBR234C,YLL039C,ppi,0
YDR146C,YDR448W,ppi,0
YBR136W,YJL173C,ppi,0
YER133W,YOL091W,ppi,0
YGL179C,YOR141C,kinase_substrate,1
YBR059C,YNL277W,kinase_substrate,1
YDR244W,YOL147C,ppi,0
YOL142W,YOR001W,ppi,0
YBR160W,YDR001C,kinase_substrate,1
YNL004W,YNL253W,ppi,0
YOR267C,YBR086C,kinase_substrate,1
YGL124C,YOR106W,ppi,0
YLL043W,YHR104W,metabolic_pathway,0
YER173W,YPL194W,ppi,0
YKL082C,YNL255C,ppi,0
YML026C,SNR4,ppi,0
YGL172W,YMR138W,ppi,0
RDN251,YOR048C,ppi,0
YGR013W,YML046W,ppi,0
YDR477W,YGL207W,kinase_substrate,1
YER125W,YGR268C,ppi,0
YEL042W,CX61,metabolic_pathway,1
YGL172W,YJR022W,ppi,0
YEL054C,YGL246C,ppi,0
YKR054C,YMR117C,ppi,0
YNR010W,YPR168W,ppi,0
YOR244W,YBL003C,acetylation,1
YLR212C,YOL016C,ppi,0
YBR239C,YHR016C,ppi,0
YDL239C,YKL042W,ppi,0
YDR192C,YMR047C,ppi,0
YIR010W,YPR046W,ppi,0
YAR007C,YFL013C,ppi,0
YHR082C,YOR210W,kinase_substrate,1
YOR117W,YPL249C,ppi,0
YPL204W,YPR008W,ppi,0
YBR198C,YNL031C,acetylation,1
YER044CA,YMR133W,ppi,0
YKL185W,YPL181W,ppi,0
YGL004C,YGR232W,ppi,0
YNL209W,YPR119W,ppi,0
YGL180W,YPR049C,ppi,0
YKL101W,YNL136W,kinase_substrate,1
YGR052W,YDL153C,kinase_substrate,1
YKL021C,YLL008W,ppi,0
YDR096W,YIR033W,ppi,0
YCL054W,YKL014C,ppi,0
YLR026C,YNL238W,ppi,0
YDL108W,YAL020C,kinase_substrate,1
YDR514C,YOL012C,ppi,0
YDL140C,YDR359C,ppi,0
YGL092W,YPL169C,ppi,0
YBR089CA,YDR224C,ppi,0
YEL015W,YMR080C,ppi,0
YCR091W,YDR173C,ppi,0
YGL210W,YNL263C,ppi,0
YDR189W,YLR440C,ppi,0
YBL016W,YMR235C,kinase_substrate,1
YGL179C,YPL222W,kinase_substrate,1
YHR134W,YHR156C,ppi,0
YGR068C,YGR080W,ppi,0
YGR282C,YHR092C,metabolic_pathway,1
YDL192W,YKL196C,ppi,0
YPL031C,YMR192W,kinase_substrate,1
YDL126C,YDL140C,ppi,0
YHR067W,YML091C,ppi,0
YEL034W,YML063W,ppi,0
YDR043C,YDR477W,ppi,0
YBR193C,YPR070W,ppi,0
YPL141C,YMR173W,kinase_substrate,1
YKR022C,YLR117C,ppi,0
YGL094C,YKL025C,ppi,0
YGL066W,YDR224C,deubiquitination,1
YBR247C,YGR081C,ppi,0
YDL084W,YMR314W,ppi,0
YIL035C,YKL064W,ppi,0
YNL112W,YOR056C,ppi,0
YCL044C,YPR024W,ppi,0
YNL031C,YPL101W,ppi,0
YDR195W,YOR179C,ppi,0
YOR304W,YPL082C,ppi,0
YER102W,YHL034C,ppi,0
YKL101W,YBR273C,kinase_substrate,1
YHR134W,YNL201C,ppi,0
YJR110W,YLR002C,ppi,0
YGL120C,YLR449W,ppi,0
YKL166C,YDR068W,kinase_substrate,1
YBR173C,YGL048C,ppi,0
YDL145C,YDR372C,ppi,0
YDL212W,YKR039W,ppi,0
YER068W,YOR261C,ppi,0
YNL298W,YLR362W,kinase_substrate,1
YJL164C,YKL042W,kinase_substrate,1
YDR142C,YDR244W,ppi,0
YBR200W,YEL013W,ppi,0
YGR248W,YNL241C,metabolic_pathway,0
YIL095W,YLR303W,kinase_substrate,1
YDR206W,YOL139C,ppi,0
YDR224C,YIL126W,ppi,0
YJL164C,YGL116W,kinase_substrate,1
YJR059W,YNR039C,kinase_substrate,1
YBR095C,YNL330C,ppi,0
YER125W,YNR068C,ubiquitination,1
YGL179C,YNL293W,kinase_substrate,1
YER026C,YNL169C,metabolic_pathway,1
YOL096C,YOR125C,ppi,0
YAL027W,YOL090W,ppi,0
YHL007C,YML037C,kinase_substrate,1
YJR059W,YNL167C,kinase_substrate,1
YGL134W,YKR058W,ppi,0
YGL059W,YNR039C,kinase_substrate,1
YJR042W,YPL169C,ppi,0
YLL036C,YPL151C,ppi,0
YBL026W,YBR118W,ppi,0
YBR010W,YLL004W,ppi,0
YDL208W,SNR32,ppi,0
YGR086C,YGR229C,ppi,0
YBR272C,YGR232W,ppi,0
YBR023C,YLR170C,ppi,0
YDR247W,YBL024W,kinase_substrate,1
YDL247W,YJL216C,metabolic_pathway,1
YLR246W,YOL110W,ppi,0
YPL031C,YGL209W,kinase_substrate,1
YNL030W,YPR070W,ppi,0
YIL035C,YJL076W,ppi,0
YMR146C,YMR309C,ppi,0
YER093C,YMR104C,ppi,0
YBR274W,YKL211C,ppi,0
YCR008W,YOR018W,kinase_substrate,1
YBL030C,YJL143W,ppi,0
YMR231W,YNL031C,ppi,0
YBR135W,YLR079W,kinase_substrate,1
YER139C,YKL139W,ppi,0
YIL035C,YLL008W,kinase_substrate,1
YER012W,YHL030W,ppi,0
YDR394W,YMR216C,ppi,0
YBR023C,YLR330W,ppi,0
YMR041C,YOL100W,ppi,0
YMR216C,YLR276C,kinase_substrate,1
YKR081C,YPL211W,ppi,0
YGR060W,YLR056W,ppi,0
YJR059W,YDL126C,kinase_substrate,1
YBR160W,YOR178C,kinase_substrate,1
YDR470C,YNL121C,ppi,0
YKL095W,YLR117C,ppi,0
YDR264C,YKL178C,ppi,0
YHL033C,YLR075W,ppi,0
YOR106W,YPL057C,ppi,0
YGL156W,YPL204W,ppi,0
YMR196W,YPL204W,ppi,0
YFL005W,YNL044W,ppi,0
YJR036C,YOL115W,ppi,0
YBR009C,YDR303C,ppi,0
YLR423C,YPR105C,ppi,0
YDL155W,YPR110C,ppi,0
YHR165C,YPL016W,ppi,0
YJL210W,YOL044W,ppi,0
YCR002C,YJR092W,ppi,0
YGR092W,YKL077W,kinase_substrate,1
YPL031C,YBL061C,kinase_substrate,1
YOL128C,YOL016C,kinase_substrate,1
YGR289C,YGR292W,metabolic_pathway,1
YDL207W,YPL020C,ppi,0
YFL016C,YLR203C,ppi,0
YBR080C,YDL007W,ppi,0
YBR160W,YNL233W,kinase_substrate,1
YDR477W,YKL091C,ppi,0
YDL214C,YHR121W,kinase_substrate,1
YGR246C,YNL039W,ppi,0
YDR365C,YLR075W,ppi,0
YAL016W,YGR161C,ppi,0
YKL074C,YMR125W,ppi,0
YIL035C,YDR043C,kinase_substrate,1
YGL066W,YBL002W,deubiquitination,1
YBL045C,YJL104W,ppi,0
YGL123W,YNR054C,ppi,0
YBL103C,YML091C,ppi,0
YBR010W,YJL140W,ppi,0
YDL042C,YML109W,ppi,0
YKR101W,YPR018W,ppi,0
YBR258C,YLR015W,ppi,0
YER125W,YDL123W,ubiquitination,1
YLR096W,YKR090W,kinase_substrate,1
YGR162W,YJL138C,ppi,0
YBR059C,YPL223C,kinase_substrate,1
YGL112C,YLR176C,ppi,0
YCL024W,YNL206C,ppi,0
YGR048W,YLR450W,ppi,0
YJL187C,YOR101W,kinase_substrate,1
YER148W,YPL082C,ppi,0
YLR357W,YMR224C,ppi,0
YCL029C,YOR073W,ppi,0
YGR118W,YLR192C,ppi,0
YLR018C,YMR129W,ppi,0
YDR188W,YHR119W,ppi,0
YDL007W,YHR027C,ppi,0
YGL173C,YML111W,ppi,0
YDL235C,YIL147C,kinase_substrate_both,0
YDR240C,YIL061C,ppi,0
YDR164C,YNL272C,ppi,0
YDL075W,YGR285C,ppi,0
YGL161C,YGL198W,ppi,0
YLR256W,YPL240C,ppi,0
YLR248W,YDL128W,kinase_substrate,1
YHR135C,YHL019C,kinase_substrate,1
YGR232W,YLR029C,ppi,0
YFR014C,YPR171W,kinase_substrate,1
YJR059W,YJR044C,kinase_substrate,1
YDR098C,YGL071W,ppi,0
YGL059W,YKL181W,kinase_substrate,1
YAR002W,YMR129W,ppi,0
TLCAAG2,YOR110W,ppi,0
YBR118W,YGR173W,ppi,0
YJL076W,YOR061W,ppi,0
YDL006W,YDR103W,ppi,0
YHR144C,YMR201C,ppi,0
YBR258C,YKL018W,ppi,0
YCL031C,YJL010C,ppi,0
YLR438CA,YOR308C,ppi,0
YHL007C,YLR229C,ppi,0
YGR274C,YKL185W,ppi,0
YDR227W,YNL030W,deacetylation,1
YDL150W,YJL011C,ppi,0
YGR097W,YJL036W,ppi,0
YDL101C,YDR523C,kinase_substrate,1
YNL020C,YPL279C,kinase_substrate,1
YDR235W,YLL036C,ppi,0
YGR156W,YKL059C,ppi,0
YCR042C,YML015C,ppi,0
YOR198C,YPL255W,ppi,0
YJL092W,YLR430W,ppi,0
YDL214C,YKR092C,kinase_substrate,1
YDR523C,YPL133C,ppi,0
YBL007C,YCL034W,ppi,0
YNL154C,YMR140W,kinase_substrate,1
YGL180W,YBL011W,kinase_substrate,1
YEL034W,YNL004W,ppi,0
YPL031C,YOL072W,kinase_substrate,1
YKL166C,YLR440C,kinase_substrate,1
YDR059C,YGL141W,ppi,0
YPL031C,YEL017W,kinase_substrate,1
YGL100W,YOL138C,ppi,0
YDR191W,YFL009W,ppi,0
YGR218W,YKL068W,ppi,0
YBL007C,YJL201W,ppi,0
YOR063W,YPL037C,ppi,0
YDR427W,YOR117W,ppi,0
YLR442C,YML109W,ppi,0
YIL084C,YMR263W,ppi,0
YAL023C,YML130C,ppi,0
YDR176W,YDR448W,ppi,0
YGL158W,YHL025W,ppi,0
YBR260C,YKR055W,ppi,0
YDR227W,YMR219W,ppi,0
YGL048C,YKL145W,ppi,0
YLR096W,YMR196W,ppi,0
YDL140C,YLR103C,ppi,0
YDR087C,YGR103W,ppi,0
YKR082W,YLR208W,ppi,0
YKL130C,YLR229C,ppi,0
YOR267C,YAR019C,kinase_substrate,1
YCL024W,YLR314C,ppi,0
YDR216W,YNL025C,ppi,0
YJL095W,YMR155W,kinase_substrate,1
YBR019C,YDL079C,ppi,0
YKL009W,YOR267C,ppi,0
YLR044C,YGL256W,metabolic_pathway,1
YAL013W,YBR010W,ppi,0
YLL039C,YOR080W,ppi,0
YDL111C,YGR095C,ppi,0
YKL166C,YDR379W,kinase_substrate,1
YEL024W,YNR017W,ppi,0
YDR381W,YLR340W,ppi,0
YBR198C,YML114C,ppi,0
YBR185C,YOL027C,ppi,0
YJR066W,YLR403W,ppi,0
YJR076C,YNL166C,ppi,0
YDR155C,YIL112W,ppi,0
YHL007C,YBR071W,kinase_substrate,1
YDL136W,YHR197W,ppi,0
YDL147W,YMR314W,ppi,0
YHR135C,YOR083W,kinase_substrate,1
YER052C,YNL135C,ppi,0
YNL307C,YOL130W,ppi,0
YDL043C,YGR162W,ppi,0
YBR070C,YGL047W,ppi,0
YJR160C,YJL216C,metabolic_pathway,1
Q0250,YOR065W,ppi,0
YBR160W,YLR455W,kinase_substrate,1
YBL037W,YJR058C,ppi,0
YGR104C,YOL135C,ppi,0
YHR082C,YLR098C,kinase_substrate,1
YNL078W,YOR144C,ppi,0
YHR010W,YMR031C,ppi,0
YDR069C,YPR103W,ppi,0
YPL031C,YHR128W,kinase_substrate,1
YHR013C,YNL178W,ppi,0
YDR480W,YKL161C,ppi,0
YCR059C,YPR080W,ppi,0
YDL132W,YER007W,ppi,0
YKL067W,YML064C,ppi,0
YPL031C,YGL180W,kinase_substrate,1
YER122C,YML012W,ppi,0
YKL101W,YHL009C,kinase_substrate,1
YBR055C,YLL036C,ppi,0
YGL116W,YGR225W,ppi,0
YBR179C,YDR470C,ppi,0
YGR274C,YNL216W,ppi,0
YDR356W,YER016W,ppi,0
YDR059C,YHR193C,ppi,0
YHR041C,YPR056W,ppi,0
YER177W,YPL267W,ppi,0
YJL034W,YOL081W,ppi,0
YFL031W,YFL038C,ppi,0
YEL034W,YJL190C,ppi,0
YDL106C,YKR062W,ppi,0
YMR125W,YPL178W,ppi,0
YBR198C,YKL058W,ppi,0
YGR097W,YMR049C,ppi,0
YDL097C,YML092C,ppi,0
YBR127C,YEL051W,ppi,0
YDL140C,YOR174W,ppi,0
YAL021C,YNL288W,ppi,0
TLCAAG2,YDR362C,ppi,0
YOR190W,YDR345C,metabolic_pathway,1
YNR053C,YPR016C,ppi,0
YHR108W,YKR094C,ppi,0
YDR225W,YML065W,ppi,0
YJL070C,YNL298W,ppi,0
YDR155C,YHR119W,ppi,0
YPL031C,YLR183C,kinase_substrate,1
YER007W,YER012W,ppi,0
YGR104C,YPL042C,ppi,0
YIL109C,YPL085W,ppi,0
YDR308C,YPL042C,ppi,0
YBR159W,YGR083C,ppi,0
YPR161C,YMR036C,kinase_substrate,1
YBR245C,YDR224C,ppi,0
YBR122C,YHL004W,ppi,0
YKL009W,YNL069C,ppi,0
YBL014C,YML043C,ppi,0
YBR159W,YKR026C,ppi,0
YDR014WA,YGL163C,ppi,0
YDL072C,YKL065C,ppi,0
YJL072C,YPR175W,ppi,0
YDL208W,YHR089C,ppi,0
YFL033C,YOL081W,ppi,0
YDL140C,YKL110C,ppi,0
YGR092W,YBL024W,kinase_substrate,1
YMR139W,YJR094C,kinase_substrate,1
YBR160W,YGR238C,kinase_substrate,1
YGR128C,YGR185C,ppi,0
YNL251C,YOR001W,ppi,0
YFL034CB,YNL272C,ppi,0
YEL009C,YOR117W,ppi,0
YHR135C,YKL114C,kinase_substrate,1
YJR059W,YPR040W,kinase_substrate,1
YLR026C,YNL044W,ppi,0
YJL004C,YPL051W,ppi,0
YBL041W,YDL020C,ppi,0
YDR261C,YFL011W,metabolic_pathway,1
YPL042C,YPL246C,kinase_substrate,1
YGL208W,YML007W,ppi,0
CX85,CYC86,metabolic_pathway,0
YGL197W,YNL025C,ppi,0
YGL195W,YJL190C,ppi,0
YGL151W,YHR041C,ppi,0
YDR381W,YOR080W,ppi,0
YBR020W,YNL004W,ppi,0
YDL014W,YJR002W,ppi,0
YDL209C,YGL120C,ppi,0
YER125W,YOR212W,ubiquitination,1
YDL078C,YKL117W,ppi,0
YBR045C,YDR103W,ppi,0
YLR318W,YPL235W,ppi,0
YHR135C,YOR177C,kinase_substrate,1
YER013W,YPL012W,ppi,0
YKL021C,YNL061W,ppi,0
YDR099W,YLR138W,ppi,0
YJR022W,YNL147W,ppi,0
YLR128W,YOL133W,ppi,0
YNL307C,YOL138C,ppi,0
YAR019C,YCL035C,ppi,0
YER095W,YJL092W,ppi,0
YIL079C,YJL050W,ppi,0
YHR135C,YBL032W,kinase_substrate,1
YGL142C,YBR004C,metabolic_pathway,0
YHL004W,YPR100W,ppi,0
YJL164C,YKL093W,kinase_substrate,1
YGR252W,YNL031C,acetylation,1
YER136W,YFL038C,ppi,0
YNL154C,YBR237W,kinase_substrate,1
YKL171W,YPL180W,ppi,0
YDR477W,YIL156W,kinase_substrate,1
YDL130W,YNL255C,ppi,0
YJL194W,YLR274W,ppi,0
YBR160W,YKL211C,ppi,0
YCL024W,YER064C,kinase_substrate,1
YBR270C,YIL105C,ppi,0
YGL180W,YFL034W,kinase_substrate,1
YHR082C,YLR258W,ppi,0
YNL104C,YNL307C,ppi,0
YBR160W,YHL050C,kinase_substrate,1
YGL158W,YPL031C,ppi,0
YLR026C,YML067C,ppi,0
YBL002W,YNL246W,ppi,0
YIR026C,YPL169C,ppi,0
YOL066C,YBR153W,metabolic_pathway,0
YBR160W,YAL031C,kinase_substrate,1
YBR107C,YIR010W,ppi,0
YDR510W,YNL078W,ppi,0
YJL057C,YOR162C,ppi,0
YJL002C,YOR085W,ppi,0
YMR131C,YOR319W,ppi,0
YNL154C,YOR153W,ppi,0
YDR388W,YJL085W,ppi,0
YGR086C,YKL142W,ppi,0
YDR049W,YML013W,ppi,0
YJL106W,YLR295C,kinase_substrate,1
YHR166C,YKL022C,ppi,0
YAR002CA,YNL044W,ppi,0
YDL088C,YLR018C,ppi,0
