Protein1,Protein2,Interaction,Directed
YBR154C,YDR283C,ppi,0
YLR347C,YPL089C,ppi,0
YNL154C,YFR022W,kinase_substrate,1
YDR073W,YJL176C,ppi,0
YER133W,YPL237W,ppi,0
YJL080C,YKL204W,ppi,0
YBR291C,YPL262W,metabolic_pathway,0
YAR019C,YLR258W,ppi,0
YFL037W,YJL014W,ppi,0
YDR469W,YBR010W,methylation,1
YHR186C,YML121W,ppi,0
YLR102C,YLR127C,ppi,0
YHR172W,YLR212C,ppi,0
YML019W,YMR149W,ppi,0
YBR234C,YLR370C,ppi,0
YOL113W,YBR086C,kinase_substrate,1
YHR165C,YLR424W,ppi,0
YAL047C,YLR212C,ppi,0
YOL013C,YLR450W,ubiquitination,1
YLR026C,YPR181C,ppi,0
YLR249W,YPR080W,ppi,0
YNL154C,YDR099W,kinase_substrate,1
YGR184C,YPR103W,ppi,0
YLR342W,YNL020C,ppi,0
YBR171W,YBR283C,ppi,0
YIL095W,YDL161W,kinase_substrate,1
YDR101C,YKL068W,ppi,0
YGR032W,YPR054W,ppi,0
YMR039C,YPR086W,ppi,0
Q0045,YHR051W,ppi,0
YKL023W,YKL166C,ppi,0
YDR510W,YIR034C,ppi,0
YER126C,YLR009W,ppi,0
YBR084W,YCR008W,ppi,0
YKL188C,YPL147W,ppi,0
YDR375C,YFR033C,ppi,0
YLR134W,YBR145W,metabolic_pathway,1
YDL077C,YMR197C,ppi,0
YFL026W,YGL206C,ppi,0
YLR028C,YMR120C,metabolic_pathway,0
YBR160W,YHR200W,kinase_substrate,1
YGL158W,YPR110C,ppi,0
YPR180W,YDL064W,sumoylation,1
YBL007C,YGL206C,ppi,0
YDR195W,YDR301W,ppi,0
YDL028C,YKL023W,ppi,0
YER107C,YMR047C,ppi,0
YNL197C,YPL256C,ppi,0
YGR092W,YJR142W,kinase_substrate,1
YMR229C,YNR024W,ppi,0
YLR310C,YNL307C,ppi,0
YDR247W,YPL217C,ppi,0
YER012W,YGL147C,ppi,0
YNL064C,YPL240C,ppi,0
YLR102C,YDR113C,ubiquitination,1
YPL248C,YPR086W,ppi,0
YFL039C,YLL050C,ppi,0
YBL047C,YLL039C,ppi,0
YDR311W,YER171W,ppi,0
YKL101W,YOR335C,kinase_substrate,1
YFL048C,YNL287W,ppi,0
YJR112W,YOL100W,ppi,0
YER043C,YFL028C,ppi,0
YOR244W,YOR083W,acetylation,1
YDL123W,YOL018C,ppi,0
YBR019C,YPL204W,ppi,0
YDL134C,YOR014W,ppi,0
YDR247W,YPR082C,ppi,0
YBR158W,YML064C,ppi,0
YKL171W,YAL028W,kinase_substrate,1
YJL165C,YDR022C,kinase_substrate,1
YDR443C,YNR052C,ppi,0
YJL194W,YKL112W,ppi,0
YJL050W,YNL299W,ppi,0
YDL220C,YPL235W,ppi,0
YBL045C,YNL052W,ppi,0
YCR095C,YNL099C,ppi,0
YJL122W,YNL182C,ppi,0
YBR136W,YHR154W,kinase_substrate,1
YBR018C,YGL180W,ppi,0
YOR351C,YIL135C,kinase_substrate,1
YJL006C,YJR076C,ppi,0
YCL028W,YNR010W,ppi,0
YFL013C,YPR133C,ppi,0
YBL104C,YPL204W,ppi,0
YJR043C,YPL167C,ppi,0
YDR283C,YFR010W,ppi,0
YMR029C,YMR052W,ppi,0
YLR227C,YNL225C,ppi,0
YOL051W,YOL135C,ppi,0
YML012W,YMR307W,ppi,0
YGL162W,YOL113W,ppi,0
YEL009C,YOR023C,ppi,0
YJL115W,YOR213C,ppi,0
YDL088C,YML031W,ppi,0
YAL005C,YPL106C,ppi,0
YGR103W,YPL131W,ppi,0
YJL178C,YLR026C,ppi,0
YER172C,YLR117C,ppi,0
YDR324C,YNR054C,ppi,0
YBR143C,YDL207W,ppi,0
YGR109C,YPL256C,ppi,0
YER012W,YGR232W,ppi,0
YHR193C,YPR088C,ppi,0
YJL106W,YBL007C,kinase_substrate,1
YFL005W,YPR032W,ppi,0
YCL008C,YDR517W,ppi,0
YLR009W,YPR016C,ppi,0
YGL112C,YLR399C,ppi,0
YLL019C,YPL093W,ppi,0
YFR002W,YMR308C,ppi,0
YGL075C,YPL255W,ppi,0
YDR099W,YDR477W,ppi,0
YDR496C,YPR143W,ppi,0
YDR333C,YPL131W,ppi,0
YGL059W,YPL203W,kinase_substrate,1
YPL031C,YPL050C,kinase_substrate,1
YGL164C,YLR293C,ppi,0
YDL042C,YKR101W,ppi,0
YDR477W,YPR156C,kinase_substrate,1
YJL106W,YER020W,kinase_substrate,1
YGR040W,YGR116W,kinase_substrate,1
YBR031W,YGL246C,ppi,0
YDL166C,YDR099W,ppi,0
YBL097W,YDR439W,ppi,0
YDL140C,YPL082C,ppi,0
YER025W,YGR083C,ppi,0
YEL013W,YKL196C,ppi,0
YBR182C,YER062C,ppi,0
YBR041W,YKL140W,ppi,0
YBR135W,YDL155W,ppi,0
YBR160W,YAR002W,kinase_substrate,1
YBR055C,YPR178W,ppi,0
YGR172C,YLR452C,ppi,0
YPL204W,YLL008W,kinase_substrate,1
YGL209W,YMR239C,ppi,0
YNL020C,YNL243W,ppi,0
YKL181W,YOR231W,ppi,0
YDR054C,YKL210W,ppi,0
YCL057CA,YDR231C,ppi,0
YDR167W,YPL248C,ppi,0
YCR077C,YNL118C,ppi,0
YHR158C,YLR452C,ppi,0
YLR100W,YMR202W,ppi,0
YDL140C,YJR072C,ppi,0
YER099C,YHR030C,ppi,0
YBR080C,YBR200W,ppi,0
YHR119W,YOR279C,ppi,0
YDL194W,YOR047C,ppi,0
YJL208C,YNL055C,ppi,0
YBR059C,YJL098W,ppi,0
YHR170W,YJL061W,ppi,0
YDL147W,YGR232W,ppi,0
YER012W,YGL011C,ppi,0
YBR200W,YKL196C,ppi,0
YBR234C,YIR006C,ppi,0
YDR427W,YGL048C,ppi,0
YGL044C,YOL123W,ppi,0
YJL106W,YFL023W,kinase_substrate,1
YHR186C,YJL095W,ppi,0
YJL164C,YMR102C,kinase_substrate,1
TRACGJ,YDR341C,ppi,0
YBL030C,YBR024W,ppi,0
YBR193C,YDL140C,ppi,0
YBR112C,YPL181W,ppi,0
YJL164C,YGR058W,kinase_substrate,1
YFL005W,YGR172C,ppi,0
YGL202W,YDR380W,metabolic_pathway,1
YDR510W,YML061C,ppi,0
YGL187C,YGR033C,ppi,0
YKR014C,YNL093W,ppi,0
YDR448W,YPL047W,ppi,0
YLR340W,YOR294W,ppi,0
YDL014W,YGR103W,ppi,0
YLR155C,YKR039W,metabolic_pathway,1
YBR009C,YNL246W,ppi,0
YHR205W,YFL033C,kinase_substrate,1
YGL198W,YLR262C,ppi,0
YKL196C,YLR026C,ppi,0
YGR208W,YLR226W,ppi,0
YDL235C,YLR006C,kinase_substrate,1
YCL011C,YKL139W,ppi,0
YLL039C,YOR368W,ppi,0
YMR028W,YNR032W,ppi,0
YBR010W,YOL005C,ppi,0
YDR299W,YER127W,ppi,0
YJL115W,YOR038C,ppi,0
YGR162W,YKR059W,ppi,0
YDR422C,YGL115W,ppi,0
YGR002C,YHR090C,ppi,0
YDR255C,YGL227W,ppi,0
YKL193C,YML016C,ppi,0
YMR047C,YPL146C,ppi,0
YJR050W,YKR022C,ppi,0
YOR210W,YPR093C,ppi,0
YDR080W,YPL045W,ppi,0
YFR014C,YBR001C,kinase_substrate,1
YJL106W,YPR032W,kinase_substrate,1
YAL011W,YDR334W,ppi,0
YDR224C,YHR089C,ppi,0
YEL030W,YOR232W,ppi,0
YHR052W,YJL122W,ppi,0
YER139C,YHR143WA,ppi,0
YJL057C,YPL233W,ppi,0
YHR135C,YDR239C,kinase_substrate,1
YGR099W,YPL235W,ppi,0
YNL307C,YDR330W,kinase_substrate,1
YBR103W,YCR033W,ppi,0
YHR099W,YPL248C,ppi,0
YOR176W,YOR257W,ppi,0
YER012W,YFL009W,ppi,0
YNL154C,YLR372W,kinase_substrate,1
YHR200W,YPR043W,ppi,0
YEL002C,YOR085W,ppi,0
YIL078W,YKL198C,ppi,0
YDR301W,YKL018W,ppi,0
YJR066W,YNL076W,ppi,0
YGR010W,YLR328W,ppi,0
YGL043W,YPL042C,ppi,0
YDR091C,YNL001W,ppi,0
YKR095W,YOR098C,ppi,0
YHR016C,YMR192W,ppi,0
YGL148W,CYC59,metabolic_pathway,0
YDR394W,YPR108W,ppi,0
YDR101C,YER006W,ppi,0
YBR211C,YJR112W,ppi,0
YDR130C,YGL093W,ppi,0
YKR062W,YPR025C,ppi,0
YHR066W,YLR276C,ppi,0
YHR089C,YPR080W,ppi,0
YHL033C,YNR053C,ppi,0
YBL103C,YHR099W,ppi,0
YIL109C,YLR026C,ppi,0
YLR362W,YMR139W,ppi,0
YBR109C,YKL042W,ppi,0
YER133W,YAL043C,phosphatase_substrate,1
YGR274C,YOL148C,ppi,0
YER133W,YHR010W,ppi,0
YAR071W,YML123C,metabolic_pathway,1
YGR252W,YDR207C,acetylation,1
YDR333C,YIL133C,ppi,0
YOL068C,YLR328W,metabolic_pathway,0
YJL165C,YPR160W,kinase_substrate,1
YJL034W,YOL031C,ppi,0
YMR047C,YNR053C,ppi,0
YER012W,YFR004W,ppi,0
YHR001W,YPR173C,ppi,0
YER006W,YKL009W,ppi,0
YBR257W,YNL282W,ppi,0
YDR392W,YGR252W,ppi,0
TDGUCK,YDR341C,ppi,0
YDL166C,YEL034W,ppi,0
YER025W,YPR041W,ppi,0
YDR225W,YNL246W,ppi,0
YDR247W,YOR094W,ppi,0
RDN582,YPL043W,ppi,0
YFL005W,YGL233W,ppi,0
YNL006W,YOR370C,ppi,0
YDL047W,YDR468C,phosphatase_substrate,1
YER125W,YGL161C,ubiquitination,1
YBR222C,YLR240W,ppi,0
YKL171W,YOL006C,kinase_substrate,1
YAR014C,YLR096W,ppi,0
YOL135C,YPL248C,ppi,0
YHR184W,YMR001C,ppi,0
YMR186W,YNL281W,ppi,0
YCL043C,YMR291W,ppi,0
YDL028C,YIL144W,kinase_substrate,1
YPL081W,SNR17A,ppi,0
YDL031W,YFL002C,ppi,0
YBR092C,YOR192C,metabolic_pathway,1
YDL116W,YDL207W,ppi,0
YHR084W,YLR180W,ppi,0
YOR351C,YJR072C,kinase_substrate,1
YKL210W,YLR306W,ppi,0
YJL057C,YDR023W,kinase_substrate,1
YJR002W,YOR310C,ppi,0
YPL031C,YNL077W,kinase_substrate,1
YAL043C,YJR093C,ppi,0
YER133W,YKR081C,ppi,0
YGR095C,YOL142W,ppi,0
YBL007C,YNL287W,ppi,0
YBR060C,YNL031C,ppi,0
YAL017W,YPR160W,kinase_substrate,1
YGL240W,YLR102C,ppi,0
YBR111WA,YBL002W,deubiquitination,1
YGR119C,YMR129W,ppi,0
YBL045C,YIL077C,ppi,0
YFR014C,YNL121C,kinase_substrate,1
YDR383C,YFR046C,ppi,0
YMR139W,YMR205C,kinase_substrate,1
YDR219C,YDR328C,ppi,0
YDL082W,YNL255C,ppi,0
YBR118W,YCR059C,ppi,0
YDR394W,YHR027C,ppi,0
YDR363WA,YHR200W,ppi,0
YDR101C,YDR432W,ppi,0
YJL164C,YGR267C,kinase_substrate,1
YER126C,YKR081C,ppi,0
YBR173C,YGL011C,ppi,0
YHR082C,YBR159W,kinase_substrate,1
YDL126C,YNR051C,ppi,0
YDR101C,YOR098C,ppi,0
YJR059W,YBR028C,kinase_substrate,1
YAL059W,YNR053C,ppi,0
YPL031C,YMR155W,kinase_substrate,1
YML031W,YPR080W,ppi,0
YJL061W,YMR047C,ppi,0
YER125W,YIL021W,ppi,0
YDL184C,YER146W,ppi,0
YCR081W,YGR104C,ppi,0
YDR318W,YPL018W,ppi,0
YNL154C,YOL122C,kinase_substrate,1
YML001W,YOR106W,ppi,0
YBR200W,YGL212W,ppi,0
YBL034C,YDR356W,ppi,0
YBR059C,YLL018C,kinase_substrate,1
YBR009C,YHR056C,ppi,0
YMR216C,YNL112W,ppi,0
YKL125W,YNL248C,ppi,0
YCR084C,YNL236W,ppi,0
YJL128C,YLR113W,given_gasch,1
YDR328C,YGR140W,ppi,0
YGR113W,YGR179C,ppi,0
YDR145W,YPL254W,ppi,0
YJR070C,YKL139W,ppi,0
YBR142W,YPL141C,ppi,0
YKL171W,YBL010C,kinase_substrate,1
YBL023C,YML065W,ppi,0
YDL245C,YFR053C,metabolic_pathway,1
YJL164C,YPR185W,kinase_substrate,1
YDR507C,YCL032W,kinase_substrate,1
YBR289W,YPL016W,ppi,0
YFR034C,YOR290C,ppi,0
YNL154C,YDR388W,kinase_substrate,1
YIL115C,YJR132W,ppi,0
YGR240C,YIL106W,ppi,0
YER110C,YGR214W,ppi,0
YHR135C,YDR113C,kinase_substrate,1
YBR142W,YPL093W,ppi,0
YJR059W,YJL146W,kinase_substrate,1
YBR201W,YGR048W,ppi,0
YML010W,YNL251C,ppi,0
YJR059W,YGL221C,kinase_substrate,1
YGL059W,YDR042C,kinase_substrate,1
YBR160W,YGL075C,kinase_substrate,1
YCL044C,YMR115W,ppi,0
YDL060W,YPL042C,ppi,0
YKR101W,YNL216W,ppi,0
YER105C,YLR208W,ppi,0
YBR189W,YCL037C,ppi,0
YLR192C,YMR146C,ppi,0
YOR351C,YDR134C,kinase_substrate,1
YDL247W,YBR299W,metabolic_pathway,1
YER012W,YGL048C,ppi,0
YOL113W,YDL153C,kinase_substrate,1
YHR135C,YGL207W,kinase_substrate,1
YDR087C,YMR138W,ppi,0
YPL139C,YPR023C,ppi,0
YCL011C,YNL255C,ppi,0
YLR248W,YNL267W,kinase_substrate,1
YGR092W,YJR094WA,kinase_substrate,1
YDR076W,YHR154W,ppi,0
YOL100W,YOR117W,ppi,0
YGL158W,YLR113W,ppi,0
YPL031C,YFL054C,kinase_substrate,1
YDL047W,YKL080W,ppi,0
YOR374W,YHR068W,metabolic_pathway,0
YGR040W,YNL053W,ppi,0
YJL092W,YOR174W,ppi,0
YBR247C,YKL143W,ppi,0
YHR135C,YOR123C,kinase_substrate,1
YGR214W,YMR309C,ppi,0
YHR135C,YNL186W,kinase_substrate,1
YIL013C,YJL092W,ppi,0
YGR040W,YGR078C,kinase_substrate,1
YDR356W,YML085C,ppi,0
YOR244W,YHL013C,acetylation,1
YCR077C,YPR129W,ppi,0
YJL057C,YOR335C,ppi,0
YPL031C,YCL018W,kinase_substrate,1
YDR432W,YIL079C,ppi,0
YJL187C,YGR038W,kinase_substrate,1
YGL150C,YOR189W,ppi,0
YML031W,YMR153W,ppi,0
YDL160C,YLR344W,ppi,0
YDR335W,YHR196W,ppi,0
YIL095W,YJL129C,kinase_substrate,1
YAL047C,YNL188W,ppi,0
YMR194W,YNL124W,ppi,0
YKL135C,YLR330W,ppi,0
YHR207C,YNL030W,methylation,1
YFR019W,YLR240W,metabolic_pathway,0
YGL058W,YPL248C,ppi,0
YJL164C,YHR117W,kinase_substrate,1
YDR001C,CX101,metabolic_pathway,0
YPL031C,YGL005C,kinase_substrate,1
YER133W,YNL002C,ppi,0
YDL160CA,YGR179C,ppi,0
YLR216C,YMR186W,ppi,0
YHR082C,YNL155W,kinase_substrate,1
YGR214W,YOR260W,ppi,0
YJL191W,YNL255C,ppi,0
Q0130,YER154W,ppi,0
YMR128W,YPL153C,ppi,0
YDR365C,YOR063W,ppi,0
YGL059W,YMR120C,kinase_substrate,1
YDR468C,YOL018C,ppi,0
YNL154C,YBL057C,kinase_substrate,1
YDL006W,YJL095W,ppi,0
YKL210W,YDL140C,ubiquitination,1
YNL154C,YIL091C,kinase_substrate,1
YJR132W,YLR113W,ppi,0
YGL120C,YNL112W,ppi,0
YDR427W,YPR108W,ppi,0
YOR233W,YGR276C,kinase_substrate,1
YLL021W,YOL112W,ppi,0
YDL154W,YLR394W,ppi,0
YAL034WA,YDR318W,ppi,0
YKL009W,YPL131W,ppi,0
TLCAAC,YGR047C,ppi,0
YDL166C,YLR180W,ppi,0
YGL009C,YOR108W,metabolic_pathway,0
YJR059W,YHL034C,kinase_substrate,1
YML010W,YMR061W,ppi,0
YJL187C,YOR340C,kinase_substrate,1
YBL002W,YKL089W,ppi,0
YIL149C,YNL288W,ppi,0
YPR165W,YMR001C,ppi,0
YBR136W,YLR025W,ppi,0
YFR034C,YKR062W,ppi,0
YBR160W,YKL022C,kinase_substrate,1
YGL061C,YKL117W,ppi,0
YOR244W,YCL040W,acetylation,1
YGL048C,YPR103W,ppi,0
YDR388W,YMR287C,ppi,0
YLR370C,YMR109W,ppi,0
YER133W,YOR063W,ppi,0
YHR079C,YOL148C,ppi,0
YDR460W,YOR352W,ppi,0
YDR113C,YGR098C,ppi,0
YOR124C,YPR030W,deubiquitination,1
YKL101W,YJR141W,kinase_substrate,1
YJL140W,YPR187W,ppi,0
YBR031W,YJL187C,ppi,0
YPL031C,YPR019W,kinase_substrate,1
YDR510W,YOR032C,ppi,0
YER180CA,YPL051W,ppi,0
YDL084W,YGL122C,ppi,0
YAL030W,YPL232W,ppi,0
YHR104W,YOL016C,ppi,0
YGL207W,YPR019W,ppi,0
YOR085W,YOR103C,ppi,0
YER172C,YLR275W,ppi,0
YBL045C,YFR033C,ppi,0
YBL047C,YOL016C,ppi,0
YER036C,YMR012W,ppi,0
YBR009C,YDR224C,ppi,0
YKL101W,YOR168W,kinase_substrate,1
YML092C,YOR117W,ppi,0
YIL038C,YNL161W,ppi,0
YDR131C,YOL133W,ppi,0
YHR170W,YLR340W,ppi,0
YDL140C,YDR301W,ppi,0
YBR160W,YGL235W,kinase_substrate,1
YER059W,YKL103C,ppi,0
YGL111W,YKL172W,ppi,0
YDL179W,YOR083W,ppi,0
YDR432W,YNL004W,ppi,0
YBR010W,YNL031C,ppi,0
YGL186C,YPR062W,metabolic_pathway,1
YGR108W,YLR079W,ppi,0
YGL059W,YLR003C,kinase_substrate,1
YER012W,YPR103W,ppi,0
YDR092W,YMR140W,ppi,0
YJL110C,YJR066W,ppi,0
YHR143WA,YPR093C,ppi,0
YKL012W,YLL036C,ppi,0
YGR140W,YGR179C,ppi,0
YDR283C,YGL190C,ppi,0
YER112W,YNL145W,ppi,0
YIL155C,YPL206C,metabolic_pathway,0
YHR200W,YKL145W,ppi,0
YGR040W,YGL245W,kinase_substrate,1
YJL164C,YCR073WA,kinase_substrate,1
YHR200W,YML063W,ppi,0
YOR244W,YLR397C,acetylation,1
YGL004C,YPR108W,ppi,0
YHR089C,SNR17A,ppi,0
YLL050C,YOR181W,ppi,0
YGR245C,YLR106C,ppi,0
YOR244W,YBL047C,acetylation,1
YKL020C,YKL213C,ppi,0
YDR510W,YMR076C,ppi,0
YAL005C,YOL031C,ppi,0
YER036C,YKL006W,ppi,0
YJR021C,YPL138C,ppi,0
YER112W,YGL173C,ppi,0
YBL006C,YPL082C,ppi,0
YOR358W,YPL248C,ppi,0
YBL079W,YGR052W,ppi,0
YDL066W,YER036C,ppi,0
YDR122W,YFL034CB,ppi,0
YGL198W,YJL036W,ppi,0
YDR347W,YML091C,ppi,0
YER125W,YFR022W,ubiquitination,1
YER001W,YER157W,ppi,0
YIL035C,YNL189W,kinase_substrate,1
YDL209C,YPL213W,ppi,0
YJR017C,YDL140C,phosphatase_substrate,1
YOR244W,YNR007C,acetylation,1
YBL003C,YBR009C,ppi,0
YNL059C,YPL082C,ppi,0
YGL070C,YOR116C,ppi,0
YPL031C,YDR293C,kinase_substrate,1
YJR002W,YNL096C,ppi,0
YLR197W,YPR143W,ppi,0
YPR001W,YPR002W,metabolic_pathway,0
YDL165W,YIL038C,ppi,0
YCL010C,YPL254W,ppi,0
YGL135W,YHR084W,ppi,0
YJL050W,YNL288W,ppi,0
YDR412W,YMR047C,ppi,0
YDL226C,YJL036W,ppi,0
YGR052W,YJL051W,kinase_substrate,1
YIL021W,YOR210W,ppi,0
YAL034WA,YKL049C,ppi,0
YLR080W,YNL287W,ppi,0
YDR138W,YPL169C,ppi,0
YBR010W,YML065W,ppi,0
YDL132W,YLR368W,ppi,0
YDR320CA,YIR010W,ppi,0
YNL207W,YPL266W,ppi,0
YGL181W,YLL024C,ppi,0
YBR031W,YGL111W,ppi,0
YGR104C,YHR143WA,ppi,0
YOL004W,YBR010W,deacetylation,1
YDR388W,YIL156W,ppi,0
YHR082C,YMR290C,kinase_substrate,1
YBR136W,YIL072W,kinase_substrate,1
YDR510W,YER032W,ppi,0
YCR086W,YFR028C,ppi,0
YKL021C,YNL002C,ppi,0
YDR477W,YER125W,kinase_substrate,1
YER068W,YFR004W,ppi,0
YOR117W,YOR259C,ppi,0
YDL113C,YJL036W,ppi,0
YBL097W,YFR031C,ppi,0
YER136W,YOR089C,ppi,0
YPL026C,YAR019C,kinase_substrate,1
YDR381W,YGR162W,ppi,0
YER044C,YLR100W,ppi,0
YCL024W,YDL225W,ppi,0
YBR119W,YLL036C,ppi,0
YHR030C,YKR026C,ppi,0
YNL091W,YNL288W,ppi,0
YFR014C,YHR033W,ppi,0
YOR362C,YPR103W,ppi,0
YGL180W,YLL008W,kinase_substrate,1
YBL045C,YGR183C,ppi,0
YDR164C,YNR049C,ppi,0
YDR335W,YJL061W,ppi,0
YBR175W,YBR258C,ppi,0
YIL115C,YJL041W,ppi,0
YOL082W,YPL153C,ppi,0
YDL213C,SNR30,ppi,0
YBL078C,YOL082W,ppi,0
YGR232W,YOR261C,ppi,0
YBR202W,YGL201C,ppi,0
YJL164C,YDR312W,kinase_substrate,1
YMR197C,YOR036W,ppi,0
YDR523C,YKL023W,ppi,0
YDR159W,YJL041W,ppi,0
YNL307C,YDL209C,kinase_substrate,1
YGR047C,YGR156W,ppi,0
YJR059W,YMR153W,kinase_substrate,1
YPL015C,YBR010W,deacetylation,1
YKL103C,YMR104C,ppi,0
YGR040W,YFL011W,kinase_substrate,1
YCR012W,YLR438CA,ppi,0
YJL095W,YLR067C,ppi,0
YMR172W,YOR061W,ppi,0
YJL106W,YNL006W,ppi,0
YDR273W,YJL057C,ppi,0
YNL154C,YDL128W,kinase_substrate,1
YNL002C,YPR143W,ppi,0
YNL154C,YBR055C,kinase_substrate,1
YLR256W,YNL064C,ppi,0
YCR077C,YLL036C,ppi,0
YFR014C,YKL151C,kinase_substrate,1
YNL154C,YDL039C,kinase_substrate,1
YDR432W,YGL049C,ppi,0
YNL154C,YMR111C,kinase_substrate,1
YGR156W,YKR002W,ppi,0
YOR288C,YPL209C,ppi,0
YPL031C,YIL109C,kinase_substrate,1
YHR121W,YLR116W,ppi,0
YER036C,YKL182W,ppi,0
YDL007W,YDR363WA,ppi,0
YDR176W,YGL158W,ppi,0
YDR027C,YDR468C,ppi,0
YDR280W,YHR081W,ppi,0
YFR037C,YNL030W,ppi,0
YDR287W,YPR113W,metabolic_pathway,0
YPL031C,YPL281C,kinase_substrate,1
YDL147W,YER012W,ppi,0
YGL016W,YGR180C,ppi,0
YGL150C,YNL030W,ppi,0
YDL188C,YOR073W,ppi,0
YBR034C,YDR310C,ppi,0
YDL108W,YLR287C,ppi,0
YLL004W,YMR036C,ppi,0
YOL004W,YPL139C,ppi,0
YEL046C,YLL039C,ppi,0
YJL208C,YKR079C,ppi,0
YDR264C,YKR007W,prenylation,1
YDL145C,YER125W,ppi,0
YDL066W,YJL098W,ppi,0
YBR173C,YFL007W,ppi,0
YHR079C,YDR023W,kinase_substrate,1
YCL034W,YOR094W,ppi,0
YGL180W,YOR083W,kinase_substrate,1
YER022W,YPL248C,ppi,0
YCL056C,YOR193W,ppi,0
YBR154C,YOR340C,ppi,0
YER117W,YJL141C,ppi,0
YML007W,YML028W,ppi,0
YCR016W,YKL116C,ppi,0
YAL021C,YER068W,ppi,0
YBL047C,YPL147W,ppi,0
YAL005C,YGR173W,ppi,0
YAL038W,YKL110C,ppi,0
YIL149C,YNL225C,ppi,0
YKR095WA,YML036W,ppi,0
YER133W,YIL070C,ppi,0
YDR389W,YPR165W,ppi,0
YAL005C,YAL036C,ppi,0
YLR347C,YOL120C,ppi,0
YDR382W,YOL100W,ppi,0
YER110C,YOR185C,ppi,0
YBR009C,YKL049C,ppi,0
YJL092W,YMR201C,ppi,0
YDL192W,YDR358W,ppi,0
YNL221C,YNR052C,ppi,0
YHR082C,YKR070W,kinase_substrate,1
YIL118W,YJL085W,ppi,0
YBR088C,YOL090W,ppi,0
YDR359C,YHR099W,ppi,0
YCL063W,YFR021W,ppi,0
YBR188C,YLR424W,ppi,0
YBR010W,YHR207C,ppi,0
YAL010C,YOL009C,ppi,0
YBR156C,YJR089W,ppi,0
YGL158W,YJR142W,kinase_substrate,1
YNL030W,YNL206C,ppi,0
YER165W,YLR116W,ppi,0
YDR076W,YER095W,ppi,0
YDR477W,YOR027W,ppi,0
Q0085,YBL099W,ppi,0
YJL164C,YLR350W,kinase_substrate,1
YAL007C,YDR051C,ppi,0
YBR154C,YPR187W,ppi,0
YDR077W,YDR143C,ppi,0
YBR160W,YGL178W,ppi,0
YBL030C,YJL104W,ppi,0
YER125W,YPL176C,ubiquitination,1
YBR009C,YIL126W,ppi,0
YDR436W,YKR072C,ppi,0
YDR261C,YDL245C,metabolic_pathway,1
YBR060C,YNL068C,ppi,0
YGL105W,YGR171C,ppi,0
YOR143C,YGR096W,metabolic_pathway,0
YDR247W,YCR073WA,kinase_substrate,1
YDR122W,YOL082W,ppi,0
YBR041W,YJR009C,ppi,0
YOL086C,YOR123C,ppi,0
YKL014C,YLR075W,ppi,0
YDR359C,YNL136W,ppi,0
YJR102C,YPL065W,ppi,0
YHR165C,YNR053C,ppi,0
YBR109C,YNL225C,ppi,0
YDL147W,YFL007W,ppi,0
YDR138W,YMR125W,ppi,0
YOR109W,YLR305C,metabolic_pathway,0
YHL004W,YJR113C,ppi,0
YBR160W,YJL187C,kinase_substrate_both,0
YJL164C,YOR198C,kinase_substrate,1
YKL041W,YLR025W,ppi,0
YCR052W,YGR270W,ppi,0
YER054C,YPL203W,ppi,0
YKL109W,YPL016W,ppi,0
YJR059W,YJL070C,kinase_substrate,1
YMR049C,YPL141C,ppi,0
YIR026C,YMR229C,ppi,0
YCR008W,YLR054C,ppi,0
YKR018C,YPR106W,ppi,0
YMR290C,YPR016C,ppi,0
YCR040W,YLL039C,ppi,0
YJR121W,YNL131W,ppi,0
YDL136W,YIL148W,ppi,0
YBL016W,YJL080C,ppi,0
YJL047C,YPR164W,ppi,0
YOR201C,YPL141C,ppi,0
YDR244W,YDR329C,ppi,0
YDR223W,YPR104C,ppi,0
YIL095W,YNL287W,kinase_substrate,1
YBR169C,YOR027W,ppi,0
YNR049C,YOR327C,ppi,0
YNL307C,YNL027W,kinase_substrate,1
YDR236C,YLR142W,metabolic_pathway,0
YBR077C,YML121W,ppi,0
YBR160W,YOL036W,kinase_substrate,1
YGL092W,YGL172W,ppi,0
YDR191W,YGR010W,metabolic_pathway,0
YNL075W,SNR17A,ppi,0
YAL030W,YDR468C,ppi,0
YBL045C,YGR033C,ppi,0
YOL005C,YPR187W,ppi,0
YIR006C,YNL243W,ppi,0
YKL010C,YMR022W,ppi,0
YHR135C,YGL248W,kinase_substrate,1
YCR086W,YNL218W,ppi,0
YJL106W,YMR001C,ppi,0
YDL117W,YOL070C,ppi,0
YBR172C,YER172C,ppi,0
YKL166C,YOL016C,kinase_substrate,1
YDL065C,YJL057C,ppi,0
YGR204W,YLR058C,metabolic_pathway,0
YNL154C,YNL074C,kinase_substrate,1
YGL179C,YIL107C,kinase_substrate,1
YDL081C,YDL130W,ppi,0
YPL209C,YKR009C,kinase_substrate,1
YAR071W,YNR013C,metabolic_pathway,1
YDL116W,YPR080W,ppi,0
YGL070C,YPR093C,ppi,0
YLR447C,YPR036W,ppi,0
YLL004W,YNL031C,ppi,0
YNL154C,YDL088C,kinase_substrate,1
YMR080C,YPL204W,ppi,0
YBL016W,YOL016C,kinase_substrate,1
YLR433C,YNL085W,ppi,0
YAR014C,YKL166C,ppi,0
YER016W,YML085C,ppi,0
