edge	sources	pmids
YOR244W (d) YPL190C	linyy2009	19303850
YOR244W (d) YPL222W	linyy2009	19303850
YOR244W (d) YPL260W	linyy2009	19303850
YOR244W (d) YPR049C	linyy2009	19303850
YOR244W (d) YPR083W	linyy2009	19303850
YOR244W (d) YPR089W	linyy2009	19303850
YOR244W (d) YPR135W	linyy2009	19303850
YOR244W (d) YPR152C	linyy2009	19303850
YOR244W (d) YPR160W	linyy2009	19303850
YOR244W (d) YPR167C	linyy2009	19303850
YPL047W (d) YNL031C	bianc2011	21685874
YPL086C (d) YOL012C	keoghmc2006	16543219
YPR051W (d) YLR306W	scottdc2011	21940857
YDL042C (d) YBR009C	xuf2007|imais2000|kuengs2012	22654676|10693811|17889663
YDL042C (d) YBR010W	xuf2007|imais2000|bhedap2012	10693811|17889663|22474337
YDL042C (d) YKR097W	linyy2009	19303850
YDL042C (d) YNL030W	xuf2007|imais2000|kuengs2012	22654676|10693811|17889663
YDL042C (d) YNL031C	xuf2007|imais2000|bhedap2012	10693811|17889663|22474337
YDR227W (d) YBR009C	kuengs2012	22654676
YDR227W (d) YNL030W	kuengs2012	22654676
YLR442C (d) YBR009C	kuengs2012	22654676
YLR442C (d) YNL030W	kuengs2012	22654676
YNL021W (d) YOL012C	lujy2011|linyy2008	18676811|21906795
YNL330C (d) YDR207C	mallorymj2012	22438583
YNL330C (d) YGL208W	lujy2011	21906795
YOL004W (d) YBR010W	vermeulenm2006	16809761
YOL004W (d) YNL031C	vermeulenm2006	16809761
YOR025W (d) YBR009C	thaminys2007	17977840
YOR025W (d) YBR010W	thaminys2007	17977840
YOR025W (d) YNL030W	thaminys2007	17977840
YOR025W (d) YNL031C	thaminys2007	17977840
YPL015C (d) YBR010W	bhedap2012	22474337
YPL015C (d) YLL002W	albaughbn2011	21606491
YPL015C (d) YNL031C	bhedap2012	22474337
YPR068C (d) YJL074C	borgesv2010|xiongb2010	20797861|20832720
YER169W (d) YBR010W	kimt2007	17525156
YER169W (d) YNL031C	kimt2007	17525156
YJR119C (d) YBR010W	maltbyve2012|liangg2007|ingvarsdottirk2007	23091032|17310254|17875926
YJR119C (d) YNL031C	liangg2007|ingvarsdottirk2007	17310254|17875926
YBR111WA (d) YBL002W	koehlera2010	20434206
YBR111WA (d) YDR224C	koehlera2010	20434206
YDL122W (d) YIL148W	tobiasjw1991	2050695
YDL122W (d) YKR094C	bakerrt1992|tobiasjw1991	2050695|1429680
YDL122W (d) YLR167W	bakerrt1992|tobiasjw1991	2050695|1429680
YER151C (d) YDL140C	kvintk2008	18498751
YER151C (d) YDL159W	wangy2002	11864977
YER151C (d) YKR094C	bakerrt1992	1429680
YER151C (d) YLR167W	bakerrt1992	1429680
YER151C (d) YPR181C	ossarehnazarib2010	20846524
YGL066W (d) YBL002W	koehlera2010	20434206
YGL066W (d) YDR224C	koehlera2010	20434206
YJR099W (d) YKR094C	bakerrt1992	1429680
YJR099W (d) YLR167W	bakerrt1992	1429680
YMR223W (d) YBL002W	koehlera2010	20434206
YMR223W (d) YDR224C	koehlera2010	20434206
YMR223W (d) YDR477W	wilsonma2011	21628526
YMR304W (d) YDR244W	debelyymo2011	21665945
YNL186W (d) YOR341W	richardsonla2012	22902402
YOR124C (d) YBL101C	keey2006	17028178
YOR124C (d) YDL140C	harremanm2009	19920177
YOR124C (d) YKL020C	keey2005	15933713
YOR124C (d) YKR094C	bakerrt1992	1429680
YOR124C (d) YLR167W	bakerrt1992	1429680
YOR124C (d) YPR030W	keey2006	17028178
YPL047W (d) YBL002W	koehlera2010	20434206
YPL047W (d) YDR224C	koehlera2010	20434206
YJL141C (d) YIL033C	audrey	11134339
YJR066W (d) YHR205W	audrey	None
YKL166C (d) YJL141C	audrey	None
YAL040C (d) YMR037C	audrey	None
YAL056W (u) YBR140C	audrey	None
YBR140C (u) YAL056W	audrey	None
YAL056W (d) YHR005C	audrey	None
YAL056W (u) YOL081W	audrey	None
YOL081W (u) YAL056W	audrey	None
YBR140C (d) YNL098C	audrey	None
YCL032W (d) YJL128C	audrey	None
YCL032W (d) YLR006C	audrey	None
YCL032W (d) YNR031C	audrey	None
YDR099W (d) YKL062W	audrey	None
YDR099W (d) YMR037C	audrey	None
YEL062W (u) YHL023C	audrey	None
YHL023C (u) YEL062W	audrey	None
YEL062W (d) YJR066W	audrey	None
YER177W (d) YKL062W	audrey	None
YER177W (d) YMR037C	audrey	None
YFR028C (u) YJR066W	audrey	None
YJR066W (u) YFR028C	audrey	None
YFR028C (u) YKL203C	audrey	None
YKL203C (u) YFR028C	audrey	None
YHL023C (d) YJR066W	audrey	None
YHR005C (u) YJL005W	audrey	None
YJL005W (u) YHR005C	audrey	None
YHR005C (u) YJL005W	audrey	None
YJL005W (u) YHR005C	audrey	None
YJL128C (d) YLR113W	audrey	None
YJL164C (d) YMR037C	audrey	None
YLR310C (u) YNL098C	audrey	None
YNL098C (u) YLR310C	audrey	None
YLR362W (d) YJL128C	audrey	None
YNR031C (d) YJL128C	audrey	None
YOR360C (d) YJL164C	audrey_cAMP	None
YOR360C (d) YKL166C	audrey	None
YOR360C (d) YPL203W	audrey_cAMP	None
YOR371C (u) YBR140C	audrey	None
YBR140C (u) YOR371C	audrey	None
YOR371C (u) YOL081W	audrey	None
YOL081W (u) YOR371C	audrey	None
Q0160 (d) YBL075C	kawasakik2004	15618627
YAL017W (d) YAR019C	ptacekj2005	16319894
YAL017W (d) YCL043C	ptacekj2005	16319894
YAL017W (d) YDL153C	ptacekj2005	16319894
YAL017W (d) YDR134C	ptacekj2005	16319894
YAL017W (d) YDR259C	ptacekj2005	16319894
YAL017W (d) YDR293C	ptacekj2005	16319894
YAL017W (d) YDR454C	ptacekj2005	16319894
YAL017W (d) YGL245W	ptacekj2005	16319894
YAL017W (d) YHL024W	ptacekj2005	16319894
YAL017W (d) YJL110C	ptacekj2005	16319894
YAL017W (d) YKL168C	ptacekj2005	16319894
YAL017W (d) YLR257W	ptacekj2005	16319894
YAL017W (d) YML037C	ptacekj2005	16319894
YAL017W (d) YML073C	ptacekj2005	16319894
YAL017W (d) YMR184W	ptacekj2005	16319894
YAL017W (d) YNR047W	ptacekj2005	16319894
YAL017W (d) YOL125W	ptacekj2005	16319894
YAL017W (d) YPR160W	ptacekj2005	16319894
YAR019C (d) YBR151W	ptacekj2005	16319894
YAR019C (d) YBR162C	ptacekj2005	16319894
YAR019C (d) YGL245W	ptacekj2005	16319894
YAR019C (d) YGR092W	mahas2001	11404483
YAR019C (d) YIL106W	mahas2001	11404483
YAR019C (d) YML037C	ptacekj2005	16319894
YAR019C (d) YOR018W	ptacekj2005	16319894
YBL016W (d) YAL034C	ptacekj2005	16319894
YBL016W (d) YBL011W	ptacekj2005	16319894
YBL016W (d) YBL023C	ptacekj2005	16319894
YBL016W (d) YBL055C	ptacekj2005	16319894
YBL016W (d) YBL057C	ptacekj2005	16319894
YBL016W (d) YBR055C	ptacekj2005	16319894
YBL016W (d) YBR083W	brueckners2004|chous2004	15620356|15558284
YBL016W (d) YBR259W	ptacekj2005	16319894
YBL016W (d) YDL070W	ptacekj2005	16319894
YBL016W (d) YDL153C	ptacekj2005	16319894
YBL016W (d) YDL173W	ptacekj2005	16319894
YBL016W (d) YDR034CC	ptacekj2005	16319894
YBL016W (d) YDR103W	kranzje1994|flothoa2004	15322134|8314085
YBL016W (d) YDR120C	ptacekj2005	16319894
YBL016W (d) YDR152W	ptacekj2005	16319894
YBL016W (d) YDR153C	ptacekj2005	16319894
YBL016W (d) YDR225W	ptacekj2005	16319894
YBL016W (d) YDR266C	ptacekj2005	16319894
YBL016W (d) YDR388W	friesenh2003	12857883
YBL016W (d) YDR439W	ptacekj2005	16319894
YBL016W (d) YDR440W	ptacekj2005	16319894
YBL016W (d) YDR480W	tedforliterature1997|ptacekj2005|breitkreutza2001	9094309|11525741|16319894
YBL016W (d) YEL032W	ptacekj2005	16319894
YBL016W (d) YEL050C	ptacekj2005	16319894
YBL016W (d) YEL053C	ptacekj2005	16319894
YBL016W (d) YER082C	ptacekj2005	16319894
YBL016W (d) YER098W	ptacekj2005	16319894
YBL016W (d) YER122C	ptacekj2005	16319894
YBL016W (d) YER151C	ptacekj2005	16319894
YBL016W (d) YFL023W	ptacekj2005	16319894
YBL016W (d) YFR039C	ptacekj2005	16319894
YBL016W (d) YGL055W	ptacekj2005	16319894
YBL016W (d) YGL082W	ptacekj2005	16319894
YBL016W (d) YGL099W	ptacekj2005	16319894
YBL016W (d) YGR027WA	ptacekj2005	16319894
YBL016W (d) YGR237C	ptacekj2005	16319894
YBL016W (d) YHL019C	ptacekj2005	16319894
YBL016W (d) YHR084W	breitkreutza2001|elionea1993	11525741|8334305
YBL016W (d) YHR117W	ptacekj2005	16319894
YBL016W (d) YHR131C	ptacekj2005	16319894
YBL016W (d) YHR214CC	ptacekj2005	16319894
YBL016W (d) YJL117W	ptacekj2005	16319894
YBL016W (d) YJL157C	peterm1993|breitkreutza2001|elionea1993	8500168|11525741|8334305
YBL016W (d) YJR014W	ptacekj2005	16319894
YBL016W (d) YKL064W	ptacekj2005	16319894
YBL016W (d) YKL081W	ptacekj2005	16319894
YBL016W (d) YLR003C	ptacekj2005	16319894
YBL016W (d) YLR192C	ptacekj2005	16319894
YBL016W (d) YLR310C	cherkasovava2003	12867033
YBL016W (d) YLR394W	ptacekj2005	16319894
YBL016W (d) YLR451W	ptacekj2005	16319894
YBL016W (d) YML045WA	ptacekj2005	16319894
YBL016W (d) YMR153W	luskcp2007	17461799
YBL016W (d) YMR186W	ptacekj2005	16319894
YBL016W (d) YMR235C	ptacekj2005	16319894
YBL016W (d) YMR262W	ptacekj2005	16319894
YBL016W (d) YNL054WA	ptacekj2005	16319894
YBL016W (d) YNL135C	ptacekj2005	16319894
YBL016W (d) YNL136W	ptacekj2005	16319894
YBL016W (d) YNL186W	ptacekj2005	16319894
YBL016W (d) YNL227C	ptacekj2005	16319894
YBL016W (d) YNL271C	matheosd2004	15067022
YBL016W (d) YNL284CA	ptacekj2005	16319894
YBL016W (d) YNL293W	ptacekj2005	16319894
YBL016W (d) YNR019W	ptacekj2005	16319894
YBL016W (d) YNR050C	ptacekj2005	16319894
YBL016W (d) YOL016C	ptacekj2005	16319894
YBL016W (d) YOL023W	ptacekj2005	16319894
YBL016W (d) YOL103WA	ptacekj2005	16319894
YBL016W (d) YOL127W	ptacekj2005	16319894
YBL016W (d) YOL130W	ptacekj2005	16319894
YBL016W (d) YOR141C	ptacekj2005	16319894
YBL016W (d) YOR151C	ptacekj2005	16319894
YBL016W (d) YOR276W	ptacekj2005	16319894
YBL016W (d) YPL049C	tedforliterature1997|breitkreutza2001	9094309|11525741
YBL016W (d) YPL133C	ptacekj2005	16319894
YBL016W (d) YPL146C	ptacekj2005	16319894
YBL016W (d) YPL257WA	ptacekj2005	16319894
YBL016W (d) YPR086W	ptacekj2005	16319894
YBL016W (d) YPR115W	ptacekj2005	16319894
YBL016W (d) YPR137CA	ptacekj2005	16319894
YBL016W (d) YPR139C	ptacekj2005	16319894
YBL016W (d) YPR158CC	ptacekj2005	16319894
YBL016W (d) YPR158WA	ptacekj2005	16319894
YBL060W (d) YOR094W	gillinghamak2007	17786213
YBL088C (d) YAR007C	malloryjc2003	12967660
YBL088C (d) YDL101C	malloryjc2003	12967660
YBL088C (d) YDL220C	tsengsf2006	17108359
YBL088C (d) YDR369C	malloryjc2003	12967660
YBL088C (d) YNL312W	malloryjc2003	12967660
YBL088C (d) YOR189W	morrisonaj2007	17693258
YBL105C (d) YBL039C	yangwl1996|choimg2003	8626655|12709422
YBL105C (d) YHL020C	kid	None
YBL105C (d) YJL095W	levinde1994	7874200
YBL105C (d) YLR133W	kid	None
YBL105C (d) YNL068C	darievaz2012	22966207
YBL105C (d) YOR372C	darievaz2012	22966207
YBR059C (d) YBL047C	ptacekj2005	16319894
YBR059C (d) YCR027C	ptacekj2005	16319894
YBR059C (d) YDR229W	ptacekj2005	16319894
YBR059C (d) YDR239C	ptacekj2005	16319894
YBR059C (d) YDR312W	ptacekj2005	16319894
YBR059C (d) YDR354W	ptacekj2005	16319894
YBR059C (d) YER131W	ptacekj2005	16319894
YBR059C (d) YFR021W	ptacekj2005	16319894
YBR059C (d) YFR024CA	ptacekj2005	16319894
YBR059C (d) YGL105W	ptacekj2005	16319894
YBR059C (d) YGL153W	ptacekj2005	16319894
YBR059C (d) YGL172W	ptacekj2005	16319894
YBR059C (d) YGL207W	ptacekj2005	16319894
YBR059C (d) YGL234W	ptacekj2005	16319894
YBR059C (d) YGR021W	ptacekj2005	16319894
YBR059C (d) YGR135W	ptacekj2005	16319894
YBR059C (d) YGR159C	ptacekj2005	16319894
YBR059C (d) YGR240C	ptacekj2005	16319894
YBR059C (d) YHR015W	ptacekj2005	16319894
YBR059C (d) YHR161C	ptacekj2005	16319894
YBR059C (d) YIL091C	ptacekj2005	16319894
YBR059C (d) YJL084C	ptacekj2005	16319894
YBR059C (d) YKR006C	ptacekj2005	16319894
YBR059C (d) YKR009C	ptacekj2005	16319894
YBR059C (d) YKR092C	ptacekj2005	16319894
YBR059C (d) YKR094C	ptacekj2005	16319894
YBR059C (d) YLL018C	ptacekj2005	16319894
YBR059C (d) YLR206W	ptacekj2005	16319894
YBR059C (d) YLR276C	ptacekj2005	16319894
YBR059C (d) YMR222C	ptacekj2005	16319894
YBR059C (d) YMR250W	ptacekj2005	16319894
YBR059C (d) YMR297W	ptacekj2005	16319894
YBR059C (d) YMR304W	ptacekj2005	16319894
YBR059C (d) YNL027W	ptacekj2005	16319894
YBR059C (d) YNL227C	ptacekj2005	16319894
YBR059C (d) YNL272C	ptacekj2005	16319894
YBR059C (d) YNL277W	ptacekj2005	16319894
YBR059C (d) YOR054C	ptacekj2005	16319894
YBR059C (d) YOR239W	ptacekj2005	16319894
YBR059C (d) YOR257W	ptacekj2005	16319894
YBR059C (d) YOR329C	ptacekj2005	16319894
YBR059C (d) YPL106C	ptacekj2005	16319894
YBR059C (d) YPL223C	ptacekj2005	16319894
YBR135W (d) YLR079W	koivomaegim2011	21993622
YBR136W (d) YAR007C	navadgipatilvm2008|malloryjc2003|kimhs2003	14642562|18922789|12967660
YBR136W (d) YCL061C	chensh2009	19457865
YBR136W (d) YDL101C	malloryjc2003	12967660
YBR136W (d) YDL220C	tsengsf2006|tsengsf2009	17108359|19359360
YBR136W (d) YDR076W	bashkirovvi2006	16793401
YBR136W (d) YDR217C	naikit2004	15060150
YBR136W (d) YDR225W	kid	None
YBR136W (d) YDR499W	paciottiv2000	10950868
YBR136W (d) YHR154W	kid	None
YBR136W (d) YIL072W	kid	None
YBR136W (d) YJR035W	kid	None
YBR136W (d) YLR437C	kid	None
YBR136W (d) YMR190C	kid	None
YBR136W (d) YNL312W	bartrandaj2006|navadgipatilvm2008|malloryjc2003|kimhs2003	14642562|18922789|12967660|16118184
YBR136W (d) YOR189W	morrisonaj2007	17693258
YBR136W (d) YPL153C	sweeneyfd2005|chensh2009|leesj2003|navadgipatilvm2008|majl2006	16085488|16365046|18922789|12917350|19457865
YBR136W (d) YPR010C	kimhs2003	14642562
YBR160W (d) YAL019W	ubersaxja2003	14574415
YBR160W (d) YAL020C	ptacekj2005	16319894
YBR160W (d) YAL024C	jensens2002|ubersaxja2003	14574415|12432084
YBR160W (d) YAL028W	ptacekj2005|ubersaxja2003	14574415|16319894
YBR160W (d) YAL031C	ubersaxja2003	14574415
YBR160W (d) YAL040C	tyersm1992|ubersaxja2003|yaglomj1995	14574415|1316273|7823941
YBR160W (d) YAR002W	ubersaxja2003	14574415
YBR160W (d) YAR003W	ptacekj2005	16319894
YBR160W (d) YBL007C	ptacekj2005	16319894
YBR160W (d) YBL013W	ubersaxja2003	14574415
YBR160W (d) YBL014C	ptacekj2005	16319894
YBR160W (d) YBL024W	ptacekj2005	16319894
YBR160W (d) YBL063W	cheemk2010	20463882
YBR160W (d) YBL084C	rudnerad2000	10871279
YBR160W (d) YBL105C	ubersaxja2003	14574415
YBR160W (d) YBR038W	ptacekj2005|ubersaxja2003	14574415|16319894
YBR160W (d) YBR060C	koivomaegim2011|loogm2005|ubersaxja2003|chens2011	21658602|14574415|21289063|15744308
YBR160W (d) YBR098W	ubersaxja2003	14574415
YBR160W (d) YBR102C	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YBR135W	ptacekj2005:yeastkid	21492431:16319894
YBR160W (d) YBR138C	ptacekj2005|ubersaxja2003	14574415|16319894
YBR160W (d) YBR156C	koivomaegim2011	21658602
YBR160W (d) YBR200W	ubersaxja2003	14574415
YBR160W (d) YCL014W	ubersaxja2003	14574415
YBR160W (d) YCL027W	ubersaxja2003	14574415
YBR160W (d) YCL051W	ubersaxja2003	14574415
YBR160W (d) YCL063W	pengy2008	18804442
YBR160W (d) YCR065W	ubersaxja2003	14574415
YBR160W (d) YDL017W	yoonhj1993	8382976
YBR160W (d) YDL025C	ubersaxja2003	14574415
YBR160W (d) YDL028C	kid	None
YBR160W (d) YDL070W	ptacekj2005	16319894
YBR160W (d) YDL089W	ubersaxja2003	14574415
YBR160W (d) YDL106C	liuc2000	10884387
YBR160W (d) YDL113C	ubersaxja2003	14574415
YBR160W (d) YDL140C	chymkowitchp2012	22689984
YBR160W (d) YDL153C	ptacekj2005	16319894
YBR160W (d) YDL174C	ptacekj2005	16319894
YBR160W (d) YDL189W	ubersaxja2003	14574415
YBR160W (d) YDL220C	lis2009|ptacekj2005|tsengsf2009	16319894|19359360|19135888
YBR160W (d) YDL225W	egelhoferta2008	18431499
YBR160W (d) YDL239C	ubersaxja2003	14574415
YBR160W (d) YDR001C	ubersaxja2003	14574415
YBR160W (d) YDR027C	ubersaxja2003	14574415
YBR160W (d) YDR034CC	ptacekj2005	16319894
YBR160W (d) YDR042C	ptacekj2005	16319894
YBR160W (d) YDR052C	ubersaxja2003	14574415
YBR160W (d) YDR093W	ubersaxja2003	14574415
YBR160W (d) YDR097C	ubersaxja2003	14574415
YBR160W (d) YDR113C	agarwalr2002|koivomaegim2011|ptacekj2005|ubersaxja2003	21658602|14574415|16319894|12050115
YBR160W (d) YDR123C	ubersaxja2003	14574415
YBR160W (d) YDR130C	koivomaegim2011|loogm2005|ubersaxja2003	21658602|14574415|15744308
YBR160W (d) YDR134C	ptacekj2005	16319894
YBR160W (d) YDR146C	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YDR217C	ubersaxja2003	14574415
YBR160W (d) YDR223W	ubersaxja2003	14574415
YBR160W (d) YDR227W	ubersaxja2003	14574415
YBR160W (d) YDR239C	ptacekj2005	16319894
YBR160W (d) YDR285W	ubersaxja2003	14574415
YBR160W (d) YDR293C	ptacekj2005	16319894
YBR160W (d) YDR309C	jaquenoudm1998	9736614
YBR160W (d) YDR330W	ptacekj2005	16319894
YBR160W (d) YDR348C	ubersaxja2003	14574415
YBR160W (d) YDR356W	keckjm2011|loogm2005|ubersaxja2003	14574415|21700874|15744308
YBR160W (d) YDR379W	ubersaxja2003	14574415
YBR160W (d) YDR389W	ubersaxja2003	14574415
YBR160W (d) YDR439W	ubersaxja2003	14574415
YBR160W (d) YDR451C	koivomaegim2011	21658602
YBR160W (d) YDR501W	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YDR507C	ubersaxja2003	14574415
YBR160W (d) YEL032W	ptacekj2005|loogm2005|ubersaxja2003	14574415|15744308|16319894
YBR160W (d) YEL061C	cheemk2010	20463882
YBR160W (d) YEL065W	ubersaxja2003	14574415
YBR160W (d) YER008C	ubersaxja2003	14574415
YBR160W (d) YER032W	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YER041W	loogm2005|ubersaxja2003	14574415|15744308
YBR160W (d) YER098W	ptacekj2005	16319894
YBR160W (d) YER111C	amona1993	8402888
YBR160W (d) YER129W	ubersaxja2003	14574415
YBR160W (d) YER158C	ubersaxja2003	14574415
YBR160W (d) YER167W	ubersaxja2003	14574415
YBR160W (d) YFL029C	rosske2000|kaldisp1996|chunkt1997|thuretjy1996:yeastkid	21492431:8752210|8752211|10793138|9393434
YBR160W (d) YFR027W	lyonsna2011|ubersaxja2003	14574415|21549314
YBR160W (d) YFR046C	loogm2005|ubersaxja2003	14574415|15744308
YBR160W (d) YGL003C	ubersaxja2003|jaspersensl1999|zachariaew1998|loogm2005|koivomaegim2011|crastak2008	10074450|21658602|18500339|14574415|15744308|9831566
YBR160W (d) YGL075C	keckjm2011|loogm2005|ubersaxja2003	14574415|21700874|15744308
YBR160W (d) YGL090W	kid	None
YBR160W (d) YGL096W	koivomaegim2011	21658602
YBR160W (d) YGL097W	ubersaxja2003	14574415
YBR160W (d) YGL113W	kid	None
YBR160W (d) YGL116W	ubersaxja2003	14574415
YBR160W (d) YGL124C	ubersaxja2003	14574415
YBR160W (d) YGL175C	kid	None
YBR160W (d) YGL216W	ubersaxja2003	14574415
YBR160W (d) YGL235W	ubersaxja2003	14574415
YBR160W (d) YGR014W	ubersaxja2003	14574415
YBR160W (d) YGR035C	ubersaxja2003	14574415
YBR160W (d) YGR092W	ubersaxja2003	14574415
YBR160W (d) YGR186W	ubersaxja2003	14574415
YBR160W (d) YGR188C	gotogh2011	21298086
YBR160W (d) YGR221C	ubersaxja2003	14574415
YBR160W (d) YGR238C	ptacekj2005|ubersaxja2003	14574415|16319894
YBR160W (d) YGR270W	ubersaxja2003	14574415
YBR160W (d) YGR276C	ptacekj2005	16319894
YBR160W (d) YGR296W	ubersaxja2003	14574415
YBR160W (d) YHL007C	wuc1998	9774429
YBR160W (d) YHL022C	ubersaxja2003	14574415
YBR160W (d) YHL035C	ubersaxja2003	14574415
YBR160W (d) YHL050C	ubersaxja2003	14574415
YBR160W (d) YHR098C	ubersaxja2003	14574415
YBR160W (d) YHR118C	koivomaegim2011|chens2011|loogm2005|ubersaxja2003|weinreichm2001	21658602|14574415|11572976|21289063|15744308
YBR160W (d) YHR149C	ubersaxja2003	14574415
YBR160W (d) YHR158C	ubersaxja2003	14574415
YBR160W (d) YHR159W	ubersaxja2003	14574415
YBR160W (d) YHR164C	ubersaxja2003	14574415
YBR160W (d) YHR166C	rudnerad2000	10871279
YBR160W (d) YHR200W	ptacekj2005	16319894
YBR160W (d) YHR216W	ptacekj2005	16319894
YBR160W (d) YIL031W	ubersaxja2003	14574415
YBR160W (d) YIL050W	ubersaxja2003	14574415
YBR160W (d) YIL101C	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YIL106W	koenigc2010|ubersaxja2003	14574415|20123997
YBR160W (d) YIL112W	ubersaxja2003	14574415
YBR160W (d) YIL122W	ubersaxja2003	14574415
YBR160W (d) YIL135C	ptacekj2005	16319894
YBR160W (d) YIL140W	ubersaxja2003	14574415
YBR160W (d) YIL149C	keckjm2011	21700874
YBR160W (d) YIR023W	ubersaxja2003	14574415
YBR160W (d) YJL051W	ptacekj2005	16319894
YBR160W (d) YJL060W	ubersaxja2003	14574415
YBR160W (d) YJL076W	ubersaxja2003	14574415
YBR160W (d) YJL084C	ubersaxja2003	14574415
YBR160W (d) YJL092W	ubersaxja2003	14574415
YBR160W (d) YJL111W	ptacekj2005	16319894
YBR160W (d) YJL115W	ptacekj2005	16319894
YBR160W (d) YJL157C	koivomaegim2011|tyersm1993|peterm1993|ubersaxja2003|henchozs1997	21658602|8395009|14574415|8500168|9367986
YBR160W (d) YJL194W	elsassers1996|koivomaegim2011|loogm2005	21658602|8930895|15744308
YBR160W (d) YJR021C	kid	None
YBR160W (d) YJR033C	ubersaxja2003	14574415
YBR160W (d) YJR054W	ubersaxja2003	14574415
YBR160W (d) YJR059W	ubersaxja2003	14574415
YBR160W (d) YJR083C	ubersaxja2003	14574415
YBR160W (d) YJR091C	ubersaxja2003	14574415
YBR160W (d) YJR092W	ptacekj2005|ubersaxja2003	14574415|16319894
YBR160W (d) YJR141W	ptacekj2005	16319894
YBR160W (d) YKL022C	rudnerad2000	10871279
YBR160W (d) YKL042W	keckjm2011	21700874
YBR160W (d) YKL043W	ubersaxja2003	14574415
YBR160W (d) YKL048C	ubersaxja2003	14574415
YBR160W (d) YKL052C	kid	None
YBR160W (d) YKL108W	masumotoh2002|ubersaxja2003	14574415|11807498
YBR160W (d) YKL116C	ubersaxja2003	14574415
YBR160W (d) YKL129C	ubersaxja2003	14574415
YBR160W (d) YKL168C	ptacekj2005	16319894
YBR160W (d) YKL185W	koivomaegim2011|liy2003|ubersaxja2003|liuq2010	21658602|14574415|12695666|21098119
YBR160W (d) YKR078W	ubersaxja2003	14574415
YBR160W (d) YKR089C	ubersaxja2003	14574415
YBR160W (d) YKR090W	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YKR091W	ubersaxja2003	14574415
YBR160W (d) YKR095W	ubersaxja2003	14574415
YBR160W (d) YKR097W	ptacekj2005	16319894
YBR160W (d) YLL002W	koivomaegim2011	21658602
YBR160W (d) YLL003W	ubersaxja2003	14574415
YBR160W (d) YLL008W	ptacekj2005	16319894
YBR160W (d) YLL021W	ubersaxja2003	14574415
YBR160W (d) YLR006C	ubersaxja2003	14574415
YBR160W (d) YLR009W	ptacekj2005	16319894
YBR160W (d) YLR035CA	ubersaxja2003	14574415
YBR160W (d) YLR045C	ubersaxja2003	14574415
YBR160W (d) YLR079W	ubersaxja2003|skowyrad1997	14574415|9346238
YBR160W (d) YLR086W	ubersaxja2003	14574415
YBR160W (d) YLR096W	ubersaxja2003	14574415
YBR160W (d) YLR102C	rudnerad2000	10871279
YBR160W (d) YLR131C	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YLR182W	koivomaegim2011|geymonatm2004|ubersaxja2003	21658602|14574415|14993267
YBR160W (d) YLR183C	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YLR187W	ubersaxja2003	14574415
YBR160W (d) YLR190W	ubersaxja2003	14574415
YBR160W (d) YLR219W	ubersaxja2003	14574415
YBR160W (d) YLR223C	ubersaxja2003	14574415
YBR160W (d) YLR238W	ubersaxja2003	14574415
YBR160W (d) YLR278C	ubersaxja2003	14574415
YBR160W (d) YLR303W	ptacekj2005	16319894
YBR160W (d) YLR307W	ptacekj2005	16319894
YBR160W (d) YLR314C	tangcs2002	12429908
YBR160W (d) YLR319C	ubersaxja2003	14574415
YBR160W (d) YLR394W	ubersaxja2003	14574415
YBR160W (d) YLR401C	ubersaxja2003	14574415
YBR160W (d) YLR425W	konok2008|ubersaxja2003	14574415|18256282
YBR160W (d) YLR430W	ubersaxja2003	14574415
YBR160W (d) YLR455W	ptacekj2005	16319894
YBR160W (d) YLR457C	ubersaxja2003	14574415
YBR160W (d) YML027W	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YML034W	ubersaxja2003	14574415
YBR160W (d) YML065W	chens2011|ubersaxja2003	14574415|21289063
YBR160W (d) YML083C	ptacekj2005	16319894
YBR160W (d) YML091C	ptacekj2005	16319894
YBR160W (d) YML119W	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YMR001C	ubersaxja2003	14574415
YBR160W (d) YMR005W	ubersaxja2003	14574415
YBR160W (d) YMR032W	meitingerf2011	21498574
YBR160W (d) YMR036C	palg2008|ubersaxja2003	14574415|18316413
YBR160W (d) YMR129W	ubersaxja2003	14574415
YBR160W (d) YMR155W	ptacekj2005	16319894
YBR160W (d) YMR165C	choihs2010|ptacekj2005	16319894|21081492
YBR160W (d) YMR190C	ptacekj2005	16319894
YBR160W (d) YMR241W	ptacekj2005	16319894
YBR160W (d) YMR273C	wickys2011	21119008
YBR160W (d) YMR291W	ptacekj2005	16319894
YBR160W (d) YNL042W	koivomaegim2011|ubersaxja2003	21658602|14574415
YBR160W (d) YNL058C	ubersaxja2003	14574415
